OBVOD;CKAND;VSTRANA;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;HLASY_K1;PROC_K1;URIZ_PR_K1;ZVOLEN_K1;LOS_K1;HLASY_K2;PROC_K2;URIZ_PR_K2;ZVOLEN_K2;LOS_K2;NAZEV_VS
3;1;1227;"Jiøí";"Sedláèek";"Ing.";"";64;"jednatel spoleènosti";"Tachov";560715;99;1227;"A";1613;5.64;5.64459686450167;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
3;2;720;"Markéta";"Monsportová";"";"";48;"manaerka a kulturní aktivistka";"Velká Hleïsebe";539279;720;720;"A";3960;13.85;13.85778275475923;0;0;0;0;0;0;0;"Èeská pirátská strana"
3;3;768;"Jaroslava";"Broová Lampertová";"Ing.";"";66;"starostka obce Velká Hleïsebe";"Velká Hleïsebe";539279;768;768;"A";4927;17.24;17.24174132138857;2;0;3091;29.68;29.68119838678701;0;0;"ANO 2011"
3;4;47;"Josef";"Švarcbek";"RSDr.";"";65;"velitel vıjezdové jednotky SDH Planá";"Planá";535176;47;47;"A";2506;8.76;8.76959686450167;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
3;5;166;"Miroslav";"Plevnı";"";"";54;"vysokoškolskı uèitel na Fakultì ekonomické ZÈU";"Cheb";554481;99;166;"A";7840;27.43;27.43561030235162;2;0;7323;70.31;70.31880161321298;1;0;"STAROSTOVÉ A NEZÁVISLÍ"
3;6;1449;"Svatava";"Štìrbová";"Mgr.";"";49;"právnièka a zastupitelka mìsta Kladruby";"Kladruby";559920;5;5;"A";1379;4.82;4.82572788353863;0;0;0;0;0;0;0;"ZELENÍ a SENÁTOR 21"
3;7;785;"Martin";"Lojda";"";"";65;"realitní makléø";"Karlovy Vary";554961;1205;785;"A";119;.41;.41643337066069;0;0;0;0;0;0;0;"Zdraví Sport Prosperita"
3;8;7;"Miroslav";"Nenutil";"Mgr.";"";62;"senátor";"Støíbro";561215;7;7;"A";4142;14.49;14.49468085106382;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
3;9;1114;"Josef";"Kvasnièka";"JUDr.";"";70;"právník";"Plesná";554740;1179;1114;"A";2090;7.31;7.31382978723404;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
6;1;1477;"Vladimír";"Drápal";"Mgr.";"";56;"kurátor a produkèní mìstské galerie, vydavatel";"Louny";565971;99;53;"A";7884;20.63;20.63064241789873;2;0;7252;41.6;41.60403878148126;0;0;"Koalice ODS, TOP 09, KDU-ÈSL a KAN"
6;2;1187;"Daniel";"Pitek";"";"";53;"sedlák a lesník";"Velemín";565849;99;1187;"A";3352;8.77;8.77142483318068;0;0;0;0;0;0;0;"SENÁTOR 21"
6;3;119;"Zdeòka";"Hamousová";"Mgr.";"";59;"starostka";"atec";566985;99;119;"A";3910;10.23;10.2315844563653;0;0;0;0;0;0;0;"Unie pro sport a zdraví"
6;4;1114;"Dominik";"Hanko";"Ing.";"";41;"preventista mìstské policie, vèelaø, trenér atlet.";"Litomìøice";564567;1114;1114;"A";2201;5.75;5.75951851367264;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
6;5;47;"Václav";"Beneš";"";"";67;"starosta obce Blatno";"Blatno";566004;47;47;"A";2462;6.44;6.44249640193641;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
6;6;1478;"Jaroslav";"Veselı";"Ing.";"";64;"starosta obce Raná";"Raná";566659;99;1012;"A";1153;3.01;3.01713986654455;0;0;0;0;0;0;0;"Lepší Sever"
6;7;1227;"Zdenìk";"Pištora";"Mgr.";"";56;"starosta mìsta Postoloprty";"Postoloprty";566624;1227;1227;"A";1590;4.16;4.16066989402067;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
6;8;166;"Ivo";"Trešl";"MUDr.";"";48;"lékaø - chirurg";"Rakovník";541656;166;166;"A";7995;20.92;20.9211042784247;2;0;10179;58.39;58.39596121851873;1;0;"STAROSTOVÉ A NEZÁVISLÍ"
6;9;768;"Milan";"Rychtaøík";"Mgr. et. Bc.";"";48;"místostarosta mìsta Louny";"Louny";565971;768;768;"A";7341;19.2;19.20973439748789;0;0;0;0;0;0;0;"ANO 2011"
6;10;704;"Rostislav";"Domorák";"Ing.";"";59;"øeditel Oblastní charity Ústí nad Labem";"Budynì nad Ohøí";564656;99;704;"A";327;.85;.8556849404684;0;0;0;0;0;0;0;"Severoèeši.cz"
9;1;166;"Jindøich";"Sitta";"MUDr.";"";65;"chirurg, plukovník AÈR, bıv. velitel 6. pol. nem.";"Plzeò";2;99;166;"A";6175;16.4;16.40585562847046;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
9;2;47;"Václav";"Heøman";"";"";46;"servisní technik";"Plzeò";2;47;47;"A";3034;8.06;8.06078801243391;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
9;3;1114;"Oldrich";"Fencl";"Ing.";"";65;"geodet, geolog";"Plzeò";2;1114;1114;"A";3481;9.24;9.2483859826244;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
9;4;720;"Daniel";"Kùs";"Mgr.";"";46;"zakl. internet. startupu, právník, plzeò. zastup.";"Plzeò";2;720;720;"A";8032;21.33;21.33956800127527;2;0;5773;40.66;40.66065643048316;0;0;"Èeská pirátská strana"
9;5;7;"Jiøí";"Liška";"MUDr.";"CSc.";76;"zástup. primáøe novorozeneckého odd. Mulaèovy nem.";"Plzeò";2;7;7;"A";3766;10;10.00557931932304;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
9;6;1462;"Lumír";"Aschenbrenner";"Ing.";"";60;"starosta Slovan, senátor PÈR";"Plzeò";2;53;53;"A";13151;34.93;34.93982305587289;2;0;8425;59.33;59.33934356951683;1;0;"Koalice pro Plzeò"
12;1;1236;"Marek";"Andìl";"";"";48;"øeditel muzea Elektrárny královského mìsta Písku";"Písek";549240;99;1236;"A";1898;5.01;5.0153260754677;0;0;0;0;0;0;0;"PÍSEK SOBÌ - sdruení nezávislıch kandidátù"
12;2;47;"Pavel";"Štìtina";"";"";68;"lesník";"Nová Pec";550451;47;47;"A";1661;4.38;4.38907092273544;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
12;3;768;"Petr";"Kalina";"Ing.";"";48;"starosta obce";"Dobev";549363;768;768;"A";5357;14.15;14.1554803931931;0;0;0;0;0;0;0;"ANO 2011"
12;4;720;"Michal";"Horák";"";"";55;"IT specialista";"Písek";549240;720;720;"A";3410;9.01;9.0106754042913;0;0;0;0;0;0;0;"Èeská pirátská strana"
12;5;166;"Ivana";"Zelenková";"";"";57;"starostka obce Èejetice";"Èejetice";550922;166;166;"A";1664;4.39;4.39699820314977;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
12;6;80;"Petra";"Kurschová";"Mgr.";"";42;"odìvní návrháø";"Strakonice";550787;99;80;"A";1314;3.47;3.47214882147764;0;0;0;0;0;0;0;"Nezávislı kandidát"
12;7;7;"Karel";"Kratochvíle";"Ing.";"";62;"øeditel Zemského høebèince Písek, senátor P ÈR";"Písek";549240;7;7;"A";3395;8.97;8.97103900221963;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
12;8;53;"Tomáš";"Fiala";"MUDr. Bc.";"MBA";63;"lékaø, øeditel nemocnice";"Strakonice";550787;99;53;"A";10538;27.84;27.84589366874537;2;0;8238;50.13;50.13693627898484;1;0;"Obèanská demokratická strana"
12;9;1227;"Miroslav";"Ušatı";"Ing.";"";54;"starosta";"Albrechtice nad Vltavou";549258;99;1227;"A";1432;3.78;3.78395518444139;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
12;10;80;"Miroslav";"Šobr";"";"";54;"úøedník";"Volenice";551961;99;80;"A";1494;3.94;3.94778564633759;0;0;0;0;0;0;0;"Nezávislı kandidát"
12;11;1;"Luboš";"Peterka";"Ing.";"";55;"starosta";"Radomyšl";551660;99;1;"A";5681;15.01;15.01162667794102;2;0;8193;49.86;49.86306372101515;0;0;"KDU-ÈSL"
15;1;7;"Milan";"Štìch";"";"";66;"senátor";"Lišov";544779;7;7;"A";11581;31.22;31.22573339085418;2;0;7649;47.56;47.5624922273349;0;0;"Èeská strana sociálnì demokratická"
15;2;1229;"Stanislav";"Mrvka";"Ing.";"";67;"bıvalı starosta J. Hradce a velitel záchr. útvaru";"Jindøichùv Hradec";545881;1229;1229;"A";7056;19.02;19.02502157031924;0;0;0;0;0;0;0;"Zmìna 2020"
15;3;768;"Vítìzslav";"Jandák";"";"";73;"èlen Rady Èeského rozhlasu, herec";"Chlum u Tøebonì";546461;99;768;"A";4486;12.09;12.09555651423641;0;0;0;0;0;0;0;"ANO 2011"
15;4;714;"Jaroslav";"Chalupskı";"Ing.";"";46;"manaer kvality, radní mìsta, ekonom a podnikatel";"Jindøichùv Hradec";545881;99;714;"A";8731;23.54;23.54130716134598;2;0;8433;52.43;52.43750777266509;1;0;"Svobodní"
15;5;1114;"Lubomír";"Pána";"doc. PhDr. Mgr.";"Ph.D., dr. h. c.";69;"emeritní rektor vysoké školy";"Èeské Budìjovice";544256;1114;1114;"A";2561;6.9;6.90519844693701;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
15;6;47;"Pavel";"Hodáè";"";"";51;"jednatel spoleènosti v oblasti strojírenské vıroby";"Pelhøimov";547492;47;47;"A";2673;7.2;7.20718291630716;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
18;1;7;"Stanislav";"Holobrada";"MUDr.";"";59;"øeditel nemocnice";"Dobøíš";540111;7;7;"A";7083;16.13;16.13991113136607;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
18;2;1449;"Jiøina";"Rosáková";"PhDr.";"";64;"scénáristka";"Mníšek pod Brdy";540765;99;5;"A";1999;4.55;4.55508715962173;0;0;0;0;0;0;0;"Koalice Zelení a SEN 21"
18;3;720;"Simona";"Luftová";"Mgr.";"";47;"uèitelka a projektová manaerka";"Pøíbram";539911;720;720;"A";6763;15.41;15.41073259655918;0;0;0;0;0;0;0;"Èeská pirátská strana"
18;4;47;"Jindøich";"Havelka";"Mgr.";"DiS.";46;"øidiè záchranáø";"Trhové Dušníky";598429;47;47;"A";3337;7.6;7.60396490828301;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
18;5;1114;"Jiøí";"Novotnı";"Bc.";"";44;"odbornı pracovník Úøadu práce ÈR";"Pøíbram";539911;1114;1114;"A";2770;6.31;6.31195169192206;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
18;6;166;"Petr";"Štìpánek";"";"";56;"starosta obce, dobrovolnı hasiè";"Petrovice";541044;166;166;"A";9646;21.98;21.98017545858493;2;0;11372;70.18;70.18453372832191;1;0;"STAROSTOVÉ A NEZÁVISLÍ"
18;7;721;"Václav";"Švenda";"Mgr.";"";46;"zástupce øeditele SŠ, podnikatel, zastupitel";"Pøíbram";539911;721;721;"A";5178;11.79;11.79902016634385;0;0;0;0;0;0;0;"TOP 09"
18;8;53;"Jiøí";"Burian";"Ing.";"";71;"senátor PÈR";"Sedlèany";541281;53;53;"A";7109;16.19;16.19915688731912;2;0;4831;29.81;29.81546627167808;0;0;"Obèanská demokratická strana"
21;1;1452;"Miloslav";"Ludvík";"JUDr. Ing.";"MBA";57;"øeditel Fakultní nemocnice v Motole";"Praha";1;7;7;"A";5425;13.49;13.49905444411267;0;0;0;0;0;0;0;"Koalice ÈSSD a hnutí ANO 2011"
21;2;1329;"Michael";"antovskı";"Mgr.";"";71;"diplomat, autor, politik, øed. Knihovny V. Havla";"Praha";1;99;721;"A";15929;39.63;39.63620981387478;2;0;12028;45.62;45.62801107696976;0;0;"Michael antovskı Svoboda a demokracie"
21;3;1177;"Jan";"Kubín";"Ing.";"";56;"podnikatel, místopøedseda hnutí CESTA";"Praha";1;1177;1177;"A";365;.9;.9082313128297;0;0;0;0;0;0;0;"CESTA ODPOVÌDNÉ SPOLEÈNOSTI"
21;4;1114;"Milan";"Wünsche";"";"";63;"specialista v oboru umìlé inteligence";"Praha";1;1114;1114;"A";1328;3.3;3.30446899572011;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
21;5;1227;"Mansoor";"Maitah";"prof. Ing.";"Ph.D. et Ph.D.";58;"vysokoškolskı pedagog";"Praha";1;1227;1227;"A";1408;3.5;3.50353339305265;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
21;6;47;"Roman";"Blaško";"";"";51;"redaktor Haló novin, fotograf";"Lubomìø";599646;93;47;"A";686;1.7;1.7069772071265;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
21;7;1187;"Václav";"Láska";"Mgr.";"";46;"advokát a senátor s podporou ÈPS, KDU-ÈSL, SZ";"Praha";1;1187;1187;"A";15047;37.44;37.44152483328356;2;0;14333;54.37;54.37198892303023;1;0;"SENÁTOR 21"
24;1;785;"Filip";"Smoljak";"Bc.";"";54;"sociální pracovník, øeditel soc.sluby, filantrop";"Praha";1;99;785;"A";1249;3.59;3.59558971701643;0;0;0;0;0;0;0;"Zdraví Sport Prosperita"
24;2;1114;"Vítìzslav";"Novák";"";"";47;"ivnostník";"Praha 8";500208;1114;1114;"A";1526;4.39;4.3930103348015;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
24;3;210;"Eduard";"Stehlík";"plk. gšt. v záloze PhDr.";"Ph.D., MBA";55;"vojenskı historik, øeditel Památníku Lidice";"Praha 6";500178;99;53;"A";10489;30.19;30.19546880847511;2;0;9164;45.14;45.14285714285714;0;0;"Koalice ODS a KDU-ÈSL"
24;4;715;"Lucie Frederika";"Groene Odkolek";"";"";50;"pøed.správní rady Nadaèní fond Odkolek,scénáristka";"Praha 9 - Vysoèany";999997;99;715;"A";508;1.46;1.46241759507153;0;0;0;0;0;0;0;"Demokratická strana zelenıch - ZA PRÁVA ZVÍØAT"
24;5;1116;"Ladislav";"Pavlíèek";"";"";48;"øidiè";"Kropáèova Vrutice";536181;99;1116;"A";150;.43;.43181621901718;0;0;0;0;0;0;0;"Národ Sobì"
24;6;47;"Pavel";"Franìk";"Ing.";"";74;"specialista v obl.regionální politiky a cest.ruchu";"Praha";1;47;47;"A";843;2.42;2.42680715087658;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
24;7;7;"David";"Pavlát";"PhDr.";"Ph.D.";40;"historik moderních èeskıch dìjin a tiskovı mluvèí";"Praha 9";500216;7;7;"A";1684;4.84;4.84785675216627;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
24;8;1231;"Zdenìk";"Hostomskı";"RNDr. PhDr.";"CSc.";67;"biochemik a øeditel vızkumné instituce";"Praha 2 - Vinohrady";999997;1231;1231;"A";1091;3.14;3.14074329965166;0;0;0;0;0;0;0;"Alternativa pro nezávislé kandidáty 2020-ANK 2020"
24;9;762;"Vladimíra";"Vítová";"PhDr.";"Ph.D.";57;"pøedsedkynì ALIANCE NÁRODNÍCH SIL";"Praha 10";500224;762;762;"A";257;.73;.73984512191611;0;0;0;0;0;0;0;"ALIANCE NÁRODNÍCH SIL"
24;10;1472;"David";"Smoljak";"";"";61;"scénárista, publicista, senátor";"Praha-Vinoø";539007;166;166;"A";14893;42.87;42.8735929988197;2;0;11136;54.85;54.85714285714285;1;0;"David Smoljak, koalice STAN + Piráti + TOP 09"
24;11;1227;"Václav";"Krása";"Mgr.";"";68;"pøedseda neziskové organizace";"Chınì";539309;1227;1227;"A";2047;5.89;5.89285200218786;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
27;1;720;"Robert";"Veverka";"";"";43;"vydavatel, podnikatel, zastupitel MÈ Praha 2";"Praha";1;99;720;"A";2949;9.18;9.18519902821902;0;0;0;0;0;0;0;"Èeská pirátská strana"
27;2;1227;"Ivo";"Budil";"prof. RNDr.";"Ph.D., DSc.";55;"vysokoškolskı pedagog";"Praha 4";500119;1227;1227;"A";1324;4.12;4.12383978072634;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
27;3;9;"Václav";"Fischer";"";"";66;"podnikatel";"Praha 1";500054;99;9;"A";725;2.25;2.25814489503519;0;0;0;0;0;0;0;"Nezávislá iniciativa (NEI)"
27;4;1461;"Václav";"Hampl";"prof. RNDr.";"DrSc.";58;"senátor, prof. 2. lék.fakulty, emeritní rektor UK";"Praha";1;99;1;"A";6579;20.49;20.49149691646421;2;0;7481;36.03;36.03564547206165;0;0;"PRAHA SOBÌ, KDU-ÈSL, ZELENÍ, SENÁTOR 21"
27;5;86;"Petr";"Fejk";"PhDr.";"";56;"manaer, bıvalı øeditel Zoo Praha";"Praha 2";500089;99;86;"A";2827;8.8;8.80520774933034;0;0;0;0;0;0;0;"Iniciativa obèanù"
27;6;1114;"Milan";"Urban";"Dr.- Ing.";"";60;"architekt";"Praha 4";500119;99;1114;"A";1068;3.32;3.32648103158288;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
27;7;7;"Jakub";"Štìdroò";"Mgr.";"Ph.D.";41;"øeditel kulturní organizace";"Praha 6";500178;7;7;"A";1041;3.24;3.24238460100915;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
27;8;1329;"Miroslava";"Nìmcová";"";"";67;"poslankynì Parlamentu ÈR";"ïár nad Sázavou";595209;53;53;"A";15593;48.56;48.56724599763284;2;0;13279;63.96;63.96435452793834;1;0;"Koalice ODS, TOP 09 a STAN s podporou LES"
30;1;53;"Petr";"Bendl";"Ing.";"";54;"soukromı zemìdìlec, poslanec PÈR";"Bratronice";532142;53;53;"A";6086;14.1;14.10853791408767;2;0;6378;32.86;32.86104384563862;0;0;"Obèanská demokratická strana"
30;2;1184;"Nadìda";"Zímová";"Ing.";"";58;"daòovı poradce";"Kladno";532053;1184;1184;"A";236;.54;.54709414191992;0;0;0;0;0;0;0;"Radostné Èesko"
30;3;77;"Milan";"Volf";"Mgr.";"";57;"OSVÈ";"Kladno";532053;727;77;"A";5227;12.11;12.11720796531979;0;0;0;0;0;0;0;"Èeská pravice"
30;4;1116;"Michal";"Oliva";"";"";47;"OSVÈ";"Kladno";532053;1125;1116;"A";172;.39;.39872962885689;0;0;0;0;0;0;0;"Národ Sobì"
30;5;166;"Markéta";"Fröhlichová";"";"";44;"starostka obce Krušovice";"Krušovice";541974;99;166;"A";3553;8.23;8.23654867051487;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
30;6;720;"Adéla";"Šípová";"Mgr.";"";40;"advokátka";"Doksy";532223;99;720;"A";7680;17.8;17.8037415675638;2;0;13031;67.13;67.13895615436137;1;0;"Èeská pirátská strana"
30;7;1469;"Jiøí";"Dienstbier";"Mgr.";"";51;"senátor, advokát";"Praha 2";500089;7;7;"A";3799;8.8;8.80682476760089;0;0;0;0;0;0;0;"ZÁSADOVOST, SPRAVEDLNOST -ÈSSD, Zelení, Budoucnost"
30;8;47;"Miloslava";"Vostrá";"Ing. Bc.";"";55;"poslankynì Parlamentu Èeské republiky";"Braškov";532126;47;47;"A";2588;5.99;5.99948999698634;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
30;9;1114;"Václav";"Bošek";"Mgr.";"MBA";43;"zástupce øeditele mezinárodní spoleènosti";"Kladno";532053;99;1114;"A";1865;4.32;4.3234346384774;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
30;10;1227;"Jiøí";"Landa";"MUDr.";"";64;"lékaø";"Kladno";532053;1227;1227;"A";1800;4.17;4.17275192989776;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
30;11;714;"David";"Bohbot";"";"";52;"bezpeènostní expert";"Praha 11";547034;99;714;"A";566;1.31;1.31209866240118;0;0;0;0;0;0;0;"Svobodní"
30;12;768;"Michaela";"Vojtová";"Ing.";"";52;"ekonomka";"Kladno";532053;99;768;"A";5026;11.65;11.65125066648121;0;0;0;0;0;0;0;"ANO 2011"
30;13;1058;"Ondøej";"Závodskı";"JUDr.";"Ph.D.";40;"právník";"Praha 4";500119;99;1;"A";4539;10.52;10.5222894498922;0;0;0;0;0;0;0;"Koalice KDU-ÈSL a TOP 09"
33;1;1164;"Zbynìk";"Linhart";"Ing.";"";51;"senátor, místostarosta";"Krásná Lípa";562611;99;166;"A";15787;52.77;52.77109239203102;1;0;0;0;0;0;0;"Senátor Èeského Švıcarska za starosty"
33;2;1118;"Vladimír";"Navara";"Mgr.";"";54;"podnikatel";"Velké Bøezno";568350;1118;1118;"A";288;.96;.96269554753309;0;0;0;0;0;0;0;"VOK - Volba pro kraj"
33;3;1114;"Leoš";"Moravec";"PhDr. Mgr.";"MSc.";40;"øeditel dìtského domova, radní mìsta Rumburk";"Rumburk";562777;99;1114;"A";3365;11.24;11.24816151891964;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
33;4;47;"Václav";"Šenkıø";"Doc. Dr.";"CSc.";79;"organizaèní a ekonomickı poradce";"Dìèín";562335;47;47;"A";1171;3.91;3.91429335472656;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
33;5;704;"Šárka";"Štruplová Rùièková";"Mgr.";"MBA";44;"øeditelka domu kultury";"Rumburk";562777;704;704;"A";1318;4.4;4.40566920711325;0;0;0;0;0;0;0;"Severoèeši.cz"
33;6;768;"Jiøí";"Andìl";"Ing.";"CSc.";62;"námìstek primátora";"Dìèín";562335;99;768;"A";5728;19.14;19.14694477871373;0;0;0;0;0;0;0;"ANO 2011"
33;7;1227;"Zdenìk";"Øíha";"";"";46;"vysokoškolskı uèitel";"Dìèín";562335;1227;1227;"A";2259;7.55;7.55114320096269;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
36;1;1047;"Petr";"Skokan";"";"";57;"stavební technik";"Èeská Lípa";561380;1047;1047;"A";2547;7.23;7.23558989801426;0;0;0;0;0;0;0;"SPOLEHNUTÍ - SPOLEÈNÉ HNUTÍ ÈESKOLIPANÙ"
36;2;80;"Jan";"Riedl";"JUDr.";"";67;"advokát";"Èeská Lípa";561380;99;80;"A";3056;8.68;8.68157154626289;0;0;0;0;0;0;0;"JUDr. JAN RIEDL - NEZÁVISLİ KANDIDÁT"
36;3;720;"Petr";"Jeník";"";"";41;"úèetní, IT specialista";"Èeská Lípa";561380;720;720;"A";3568;10.13;10.13607567966819;0;0;0;0;0;0;0;"Èeská pirátská strana"
36;4;53;"Vít";"Vomáèka";"Ing.";"MBA";60;"starosta";"Kravaøe";561720;99;53;"A";5381;15.28;15.28649754268344;2;0;6228;47.12;47.12469733656174;0;0;"Obèanská demokratická strana"
36;5;47;"Miloš";"Tita";"Ing.";"";63;"komisaø poární ochrany";"Ralsko";562017;99;47;"A";2310;6.56;6.56231357063719;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
36;6;1227;"Jiøí";"Štìrba";"";"";64;"starosta";"Provodín";561983;1227;1227;"A";1243;3.53;3.53114968324763;0;0;0;0;0;0;0;"Trikolóra hnutí obèanù"
36;7;1443;"Libor";"Šmejda";"Mgr. et Mgr.";"MBA";55;"øeditel školy";"Èeská Lípa";561380;99;721;"A";2221;6.3;6.3094798443226;0;0;0;0;0;0;0;"Spoleènì pro Senát"
36;8;1164;"Jiøí";"Voseckı";"";"";69;"skláø, vèelaø, senátor, regionální patriot";"Okrouhlá";561894;703;703;"A";10418;29.59;29.5957501207352;2;0;6988;52.87;52.87530266343825;1;0;"Starostové"
36;9;7;"Jaroslav";"Køupala";"";"";48;"starosta obce Vrchovany";"Vrchovany";562238;7;7;"A";1775;5.04;5.04247038436408;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
36;10;1114;"Libor";"Køenek";"";"";53;"ivnostník v oblasti nemovitostí a financí";"Chlum";561614;1114;1114;"A";2682;7.61;7.61910173006448;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
39;1;166;"Jan";"Sobotka";"Ing.";"";59;"starosta mìsta Vrchlabí";"Vrchlabí";579858;99;166;"A";14839;41.71;41.71070384528895;2;0;12140;74.58;74.58376850771026;1;0;"STAROSTOVÉ A NEZÁVISLÍ"
39;2;1114;"Michal";"Slavka";"";"";47;"nástrojaø";"Trutnov";579025;1114;1114;"A";3250;9.13;9.13537216100742;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
39;3;53;"Klára";"Sovová";"Mgr.";"";54;"advokátka";"Pec pod Snìkou";579581;53;53;"A";8142;22.88;22.88621542612997;0;0;0;0;0;0;0;"Obèanská demokratická strana"
39;4;768;"Jan";"Jarolím";"Ing.";"";46;"starosta mìsta Dvùr Králové nad Labem";"Dvùr Králové nad Labem";579203;768;768;"A";9345;26.26;26.26770856757364;2;0;4137;25.41;25.41623149228973;0;0;"ANO 2011"
42;1;53;"Michal";"Zapletal";"Mgr.";"";51;"soukromník, OSVÈ";"Kolín";533165;53;53;"A";6451;14.41;14.41983145941837;0;0;0;0;0;0;0;"Obèanská demokratická strana"
42;2;80;"Emilie";"Tøísková";"";"";58;"øeditelka centra sociálních a zdravotních slueb";"Podìbrady";537683;99;80;"A";5295;11.83;11.83584057938619;0;0;0;0;0;0;0;"Nezávislı kandidát"
42;3;47;"Martin";"Škorpík";"Ing.";"";58;"stavební projektant";"Kolín";533165;47;47;"A";2186;4.88;4.88633569528578;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
42;4;80;"Jiøí";"Otta";"Ing.";"";58;"OSVÈ, v letech 1994-2010 starosta obce Velkı Osek";"Kolín";533165;99;80;"A";1091;2.43;2.43869727518608;0;0;0;0;0;0;0;"Nezávislı kandidát"
42;5;720;"Cyril";"Koky";"Mgr.";"MPA";51;"odbornı referent Krajského úøadu SK";"Kolín";533165;720;720;"A";4173;9.32;9.32784943111965;0;0;0;0;0;0;0;"Èeská pirátská strana"
42;6;7;"Karel";"Otava";"Ing.";"";69;"starosta mìsta Lysá nad Labem";"Lysá nad Labem";537454;7;7;"A";1195;2.67;2.67116704293984;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
